account_id;client_id;product_code;product_name;opened_at;closed_at;status
A1009921;C107202;SV;Накопительный счёт «Копилка»;2024-01-06;;active
A1009922;C111513;DC;Дебетовая карта «Синица»;2025-05-23;;active
A1009923;C103489;DC;Дебетовая карта «Синица»;2024-11-25;;active
A1009924;C111165;DC;Дебетовая карта «Синица»;2023-03-08;;active
A1009925;C111165;DC;Дебетовая карта «Синица»;2024-01-11;;active
A1009926;C101767;DC;Дебетовая карта «Синица»;2024-07-13;;active
A1009927;C108976;DC;Дебетовая карта «Синица»;2025-07-08;;active
A1009928;C108976;DC;Дебетовая карта «Синица»;2025-07-08;;active
A1009929;C101230;DC;Дебетовая карта «Синица»;2025-08-17;;active
A1009930;C104063;DC;Дебетовая карта «Синица»;2023-07-22;;active
A1009931;C109224;DC;Дебетовая карта «Синица»;2025-07-02;;active
A1009932;C109224;DC;Дебетовая карта «Синица»;2026-02-18;;active
A1009933;C102035;DC;Дебетовая карта «Синица»;2024-07-12;2025-03-08;closed
A1009934;C102035;DC;Дебетовая карта «Синица»;2023-04-28;;active
A1009935;C104114;DC;Дебетовая карта «Синица»;2026-11-16;;active
A1009936;C104114;CC;Кредитная карта «Синица»;2024-11-25;;active
A1009937;C101867;DC;Дебетовая карта «Синица»;2025-09-10;2026-08-14;closed
A1009938;C103164;DC;Дебетовая карта «Синица»;2025-06-04;;active
A1009939;C103164;SV;Накопительный счёт «Копилка»;2022-12-19;;active
A1009940;C103275;DC;Дебетовая карта «Синица»;2025-11-18;;active
A1009941;C105972;DC;Дебетовая карта «Синица»;2024-08-27;;active
A1009942;C105972;CC;Кредитная карта «Синица»;2025-12-24;;active
A1009943;C102402;DC;Дебетовая карта «Синица»;2025-11-21;;active
A1009944;C100882;DC;Дебетовая карта «Синица»;2023-05-12;;active
A1009945;C101225;DC;Дебетовая карта «Синица»;2024-10-01;;active
A1009946;C101225;SV;Накопительный счёт «Копилка»;2023-01-28;;active
A1009947;C103251;DC;Дебетовая карта «Синица»;2025-05-13;;active
A1009948;C100964;DC;Дебетовая карта «Синица»;2025-11-20;;active
A1009949;C100964;DC;Дебетовая карта «Синица»;2025-05-03;2026-06-27;closed
A1009950;C111418;DC;Дебетовая карта «Синица»;2026-12-21;;active
A1009951;C102229;DC;Дебетовая карта «Синица»;2025-01-04;;active
A1009952;C102229;CC;Кредитная карта «Синица»;2026-12-10;;active
A1009953;C100687;DC;Дебетовая карта «Синица»;2023-02-08;;active
A1009954;C105408;DC;Дебетовая карта «Синица»;2023-12-19;;active
A1009955;C105408;DEP;Вклад «Гнездо»;2023-12-19;;active
A1009956;C102810;DC;Дебетовая карта «Синица»;2024-08-18;;active
A1009957;C111491;DC;Дебетовая карта «Синица»;2026-10-14;;active
A1009958;C111491;DC;Дебетовая карта «Синица»;2022-01-22;;active
A1009959;C105009;DC;Дебетовая карта «Синица»;2024-02-02;;active
A1009960;C100691;DC;Дебетовая карта «Синица»;2025-04-01;;active
A1009961;C100691;SV;Накопительный счёт «Копилка»;2025-04-01;;active
A1009962;C100691;DC;Дебетовая карта «Синица»;2025-04-01;;active
A1009963;C104265;DC;Дебетовая карта «Синица»;2023-12-14;;active
A1009964;C100116;DC;Дебетовая карта «Синица»;2023-03-09;;active
A1009965;C104964;DC;Дебетовая карта «Синица»;2025-12-02;;active
A1009966;C109668;DC;Дебетовая карта «Синица»;2025-07-14;;active
A1009967;C109735;DC;Дебетовая карта «Синица»;2025-08-05;;active
A1009968;C102799;DC;Дебетовая карта «Синица»;2022-08-03;;active
A1009969;C111951;DC;Дебетовая карта «Синица»;2022-11-28;;active
A1009970;C111951;DC;Дебетовая карта «Синица»;2026-01-11;;active
A1009971;C101925;DC;Дебетовая карта «Синица»;2025-12-16;;active
A1009972;C101925;SV;Накопительный счёт «Копилка»;2026-11-12;;active
A1009973;C101744;DC;Дебетовая карта «Синица»;2026-10-09;;active
A1009974;C101744;DC;Дебетовая карта «Синица»;2024-04-26;;active
A1009975;C100620;DC;Дебетовая карта «Синица»;2025-06-16;2026-02-11;closed
A1009976;C105291;DC;Дебетовая карта «Синица»;2022-07-09;;active
A1009977;C105291;DEP;Вклад «Гнездо»;2022-11-14;;active
A1009978;C105733;DC;Дебетовая карта «Синица»;2026-09-06;;active
A1009979;C105733;CC;Кредитная карта «Синица»;2025-08-06;;active
A1009980;C107999;DC;Дебетовая карта «Синица»;2026-07-23;;active
A1009981;C107999;CC;Кредитная карта «Синица»;2024-02-05;;active
A1009982;C100773;DC;Дебетовая карта «Синица»;2026-08-02;;active
A1009983;C105446;DC;Дебетовая карта «Синица»;2024-12-16;;active
A1009984;C103654;DC;Дебетовая карта «Синица»;2023-10-13;;active
A1009985;C110958;DC;Дебетовая карта «Синица»;2025-05-25;;active
A1009986;C110958;CC;Кредитная карта «Синица»;2025-05-25;;active
A1009987;C110958;DC;Дебетовая карта «Синица»;2025-05-25;;active
A1009988;C107114;DC;Дебетовая карта «Синица»;2022-07-22;;active
A1009989;C104402;DC;Дебетовая карта «Синица»;2025-08-15;;active
A1009990;C104402;SV;Накопительный счёт «Копилка»;2024-11-22;;active
A1009991;C109183;DC;Дебетовая карта «Синица»;2023-01-14;;active
A1009992;C109183;DC;Дебетовая карта «Синица»;2026-12-27;;active
A1009993;C104890;DC;Дебетовая карта «Синица»;2026-04-13;;active
A1009994;C104890;DC;Дебетовая карта «Синица»;2024-05-17;;active
A1009995;C104675;DC;Дебетовая карта «Синица»;2025-11-27;;active
A1009996;C106636;DC;Дебетовая карта «Синица»;2023-12-18;;active
A1009997;C108596;DC;Дебетовая карта «Синица»;2023-12-26;;active
A1009998;C108596;SV;Накопительный счёт «Копилка»;2023-12-26;2025-03-24;closed
A1009999;C110525;DC;Дебетовая карта «Синица»;2025-08-06;;active
A1010000;C109837;DC;Дебетовая карта «Синица»;2026-04-28;;active
A1010001;C103102;DC;Дебетовая карта «Синица»;2025-07-10;;active
A1010002;C106061;DC;Дебетовая карта «Синица»;2022-10-21;;active
A1010003;C106061;CC;Кредитная карта «Синица»;2023-08-25;;active
A1010004;C106061;SV;Накопительный счёт «Копилка»;2022-10-21;;active
A1010005;C100115;DC;Дебетовая карта «Синица»;2025-02-01;;active
A1010006;C100115;CC;Кредитная карта «Синица»;2024-09-19;2026-03-15;closed
A1010007;C103857;DC;Дебетовая карта «Синица»;2021-05-20;;active
A1010008;C103857;CC;Кредитная карта «Синица»;2021-11-18;;active
A1010009;C103857;DC;Дебетовая карта «Синица»;2023-09-15;;active
A1010010;C110325;DC;Дебетовая карта «Синица»;2025-01-19;;active
A1010011;C110325;DC;Дебетовая карта «Синица»;2025-01-19;;active
A1010012;C110418;DC;Дебетовая карта «Синица»;2025-02-10;2025-08-20;closed
A1010013;C110418;CC;Кредитная карта «Синица»;2024-07-18;;active
A1010014;C100635;DC;Дебетовая карта «Синица»;2025-10-13;;active
A1010015;C100635;DC;Дебетовая карта «Синица»;2023-07-14;2026-07-18;closed
A1010016;C100635;DC;Дебетовая карта «Синица»;2023-07-14;;active
A1010017;C104606;DC;Дебетовая карта «Синица»;2024-06-08;;active
A1010018;C104606;CC;Кредитная карта «Синица»;2026-05-27;;active
A1010019;C110074;DC;Дебетовая карта «Синица»;2026-12-16;;active
A1010020;C105192;DC;Дебетовая карта «Синица»;2023-04-19;;active
A1010021;C111751;DC;Дебетовая карта «Синица»;2024-04-09;;active
A1010022;C101675;DC;Дебетовая карта «Синица»;2022-09-15;;active
A1010023;C105197;DC;Дебетовая карта «Синица»;2026-05-28;;active
A1010024;C100743;DC;Дебетовая карта «Синица»;2025-07-21;;active
A1010025;C100666;DC;Дебетовая карта «Синица»;2025-03-21;;active
A1010026;C100666;SV;Накопительный счёт «Копилка»;2024-05-09;;active
A1010027;C105061;DC;Дебетовая карта «Синица»;2025-03-25;;active
A1010028;C105061;DC;Дебетовая карта «Синица»;2024-11-01;;active
A1010029;C111488;DC;Дебетовая карта «Синица»;2024-12-12;;active
A1010030;C111488;CC;Кредитная карта «Синица»;2024-12-12;2025-09-13;closed
A1010031;C108059;DC;Дебетовая карта «Синица»;2025-05-07;;active
A1010032;C108059;CC;Кредитная карта «Синица»;2026-06-22;;active
A1010033;C108059;DEP;Вклад «Гнездо»;2023-02-24;;active
A1010034;C101860;DC;Дебетовая карта «Синица»;2024-12-01;2025-09-05;closed
A1010035;C111245;DC;Дебетовая карта «Синица»;2024-06-03;;active
A1010036;C111821;DC;Дебетовая карта «Синица»;2023-11-15;;active
A1010037;C111821;DC;Дебетовая карта «Синица»;2022-06-15;;active
A1010038;C106402;DC;Дебетовая карта «Синица»;2024-11-16;;active
A1010039;C106402;DC;Дебетовая карта «Синица»;2026-02-18;;active
A1010040;C110519;DC;Дебетовая карта «Синица»;2025-04-08;2026-07-19;closed
A1010041;C110519;DC;Дебетовая карта «Синица»;2022-06-11;;active
A1010042;C105810;DC;Дебетовая карта «Синица»;2022-09-25;;active
A1010043;C103499;DC;Дебетовая карта «Синица»;2025-03-24;;active
A1010044;C103499;DC;Дебетовая карта «Синица»;2025-03-24;;active
A1010045;C102492;DC;Дебетовая карта «Синица»;2022-03-16;;active
A1010046;C101442;DC;Дебетовая карта «Синица»;2022-10-18;;active
A1010047;C111935;DC;Дебетовая карта «Синица»;2024-10-20;;active
A1010048;C111935;DC;Дебетовая карта «Синица»;2024-10-20;;active
A1010049;C111935;DEP;Вклад «Гнездо»;2024-10-20;;active
A1010050;C111818;DC;Дебетовая карта «Синица»;2024-01-01;;active
A1010051;C111818;DC;Дебетовая карта «Синица»;2024-05-06;;active
A1010052;C103411;DC;Дебетовая карта «Синица»;2023-09-25;;active
A1010053;C103411;CC;Кредитная карта «Синица»;2023-10-20;;active
A1010054;C105819;DC;Дебетовая карта «Синица»;2022-05-07;2026-09-06;closed
A1010055;C101614;DC;Дебетовая карта «Синица»;2026-02-24;;active
A1010056;C101614;DC;Дебетовая карта «Синица»;2025-06-09;;active
A1010057;C109549;DC;Дебетовая карта «Синица»;2021-07-13;;active
A1010058;C109549;CC;Кредитная карта «Синица»;2025-02-20;;active
A1010059;C105439;DC;Дебетовая карта «Синица»;2025-05-20;;active
A1010060;C105439;DC;Дебетовая карта «Синица»;2025-05-20;;active
A1010061;C109410;DC;Дебетовая карта «Синица»;2023-09-05;2025-09-14;closed
A1010062;C107408;DC;Дебетовая карта «Синица»;2026-01-11;;active
A1010063;C101913;DC;Дебетовая карта «Синица»;2024-05-11;;active
A1010064;C101913;CC;Кредитная карта «Синица»;2023-09-23;;active
A1010065;C101913;CC;Кредитная карта «Синица»;2023-12-02;;active
A1010066;C103686;DC;Дебетовая карта «Синица»;2023-06-15;;active
A1010067;C104014;DC;Дебетовая карта «Синица»;2025-11-05;2025-09-16;closed
A1010068;C104014;DEP;Вклад «Гнездо»;2025-11-05;;active
A1010069;C109217;DC;Дебетовая карта «Синица»;2024-10-10;;active
A1010070;C109217;DC;Дебетовая карта «Синица»;2025-10-11;;active
A1010071;C106801;DC;Дебетовая карта «Синица»;2023-06-07;2026-06-21;closed
A1010072;C106801;DC;Дебетовая карта «Синица»;2026-01-01;;active
A1010073;C106801;CC;Кредитная карта «Синица»;2023-06-07;;active
A1010074;C105991;DC;Дебетовая карта «Синица»;2025-05-17;;active
A1010075;C101340;DC;Дебетовая карта «Синица»;2021-03-05;;active
A1010076;C106826;DC;Дебетовая карта «Синица»;2025-10-09;;active
A1010077;C109975;DC;Дебетовая карта «Синица»;2026-04-07;;active
A1010078;C103650;DC;Дебетовая карта «Синица»;2023-05-14;;active
A1010079;C111799;DC;Дебетовая карта «Синица»;2024-01-13;;active
A1010080;C103723;DC;Дебетовая карта «Синица»;2025-07-20;;active
A1010081;C103723;CC;Кредитная карта «Синица»;2025-07-20;;active
A1010082;C109126;DC;Дебетовая карта «Синица»;2024-04-28;;active
A1010083;C109126;SV;Накопительный счёт «Копилка»;2026-11-07;;active
A1010084;C103909;DC;Дебетовая карта «Синица»;2022-04-10;;active
A1010085;C103071;DC;Дебетовая карта «Синица»;2024-12-10;;active
A1010086;C103071;SV;Накопительный счёт «Копилка»;2026-06-16;;active
A1010087;C105671;DC;Дебетовая карта «Синица»;2021-11-09;;active
A1010088;C105809;DC;Дебетовая карта «Синица»;2026-02-01;;active
A1010089;C111862;DC;Дебетовая карта «Синица»;2023-04-02;;active
A1010090;C111862;CC;Кредитная карта «Синица»;2026-05-11;;active
A1010091;C111862;CC;Кредитная карта «Синица»;2023-04-02;;active
A1010092;C103459;DC;Дебетовая карта «Синица»;2025-03-01;;active
A1010093;C110500;DC;Дебетовая карта «Синица»;2023-05-01;;active
A1010094;C110500;DC;Дебетовая карта «Синица»;2025-07-02;;active
A1010095;C110500;DC;Дебетовая карта «Синица»;2023-05-01;;active
A1010096;C105537;DC;Дебетовая карта «Синица»;2024-02-05;;active
A1010097;C111286;DC;Дебетовая карта «Синица»;2024-03-15;;active
A1010098;C111286;CC;Кредитная карта «Синица»;2024-02-28;;active
A1010099;C104947;DC;Дебетовая карта «Синица»;2022-02-09;;active
A1010100;C106365;DC;Дебетовая карта «Синица»;2025-02-26;;active
A1010101;C111256;DC;Дебетовая карта «Синица»;2026-04-10;;active
A1010102;C111149;DC;Дебетовая карта «Синица»;2024-03-25;2025-09-01;closed
A1010103;C104318;DC;Дебетовая карта «Синица»;2024-01-12;;active
A1010104;C104318;DC;Дебетовая карта «Синица»;2025-03-14;;active
A1010105;C103697;DC;Дебетовая карта «Синица»;2023-03-22;;active
A1010106;C100268;DC;Дебетовая карта «Синица»;2024-01-25;;active
A1010107;C105855;DC;Дебетовая карта «Синица»;2025-02-20;;active
A1010108;C100095;DC;Дебетовая карта «Синица»;2024-05-18;;active
A1010109;C801228;DC;Дебетовая карта «Синица»;2025-12-09;;active
A1010110;C104673;DC;Дебетовая карта «Синица»;2026-10-24;;active
A1010111;C104673;DC;Дебетовая карта «Синица»;2025-02-22;;active
A1010112;C100578;DC;Дебетовая карта «Синица»;2024-12-20;;active
A1010113;C108176;DC;Дебетовая карта «Синица»;2021-10-03;;active
A1010114;C102032;DC;Дебетовая карта «Синица»;2024-12-22;;active
A1010115;C102032;CC;Кредитная карта «Синица»;2024-08-08;;active
A1010116;C102032;CC;Кредитная карта «Синица»;2024-08-08;;active
A1010117;C106923;DC;Дебетовая карта «Синица»;2024-06-20;;active
A1010118;C106923;DC;Дебетовая карта «Синица»;2021-09-26;;active
A1010119;C104901;DC;Дебетовая карта «Синица»;2024-05-03;2026-06-07;closed
A1010120;C104901;DC;Дебетовая карта «Синица»;2026-08-23;;active
A1010121;C102471;DC;Дебетовая карта «Синица»;2024-03-16;;active
A1010122;C108712;DC;Дебетовая карта «Синица»;2024-06-02;;active
A1010123;C107733;DC;Дебетовая карта «Синица»;2022-10-17;;active
A1010124;C107733;CC;Кредитная карта «Синица»;2026-10-15;;active
A1010125;C100832;DC;Дебетовая карта «Синица»;2023-02-26;;active
A1010126;C101586;DC;Дебетовая карта «Синица»;2023-10-09;;active
A1010127;C102235;DC;Дебетовая карта «Синица»;2025-06-22;;active
A1010128;C102235;CC;Кредитная карта «Синица»;2025-06-22;;active
A1010129;C103424;DC;Дебетовая карта «Синица»;2024-10-07;;active
A1010130;C106569;DC;Дебетовая карта «Синица»;2025-12-05;;active
A1010131;C101870;DC;Дебетовая карта «Синица»;2024-01-12;;active
A1010132;C111876;DC;Дебетовая карта «Синица»;2025-03-24;;active
A1010133;C111876;DEP;Вклад «Гнездо»;2025-03-24;;active
A1010134;C101872;DC;Дебетовая карта «Синица»;2025-06-07;;active
A1010135;C101872;DC;Дебетовая карта «Синица»;2025-06-07;;active
A1010136;C101872;DC;Дебетовая карта «Синица»;2025-06-07;;active
A1010137;C104359;DC;Дебетовая карта «Синица»;2025-07-01;;active
A1010138;C104634;DC;Дебетовая карта «Синица»;2023-06-10;;active
A1010139;C104451;DC;Дебетовая карта «Синица»;2025-12-18;;active
A1010140;C102805;DC;Дебетовая карта «Синица»;2026-04-20;;active
A1010141;C111714;DC;Дебетовая карта «Синица»;2024-05-17;;active
A1010142;C102741;DC;Дебетовая карта «Синица»;2024-08-23;;active
A1010143;C102741;CC;Кредитная карта «Синица»;2024-02-16;;active
A1010144;C106096;DC;Дебетовая карта «Синица»;2023-08-16;;active
A1010145;C106096;DC;Дебетовая карта «Синица»;2023-08-16;;active
A1010146;C106096;DC;Дебетовая карта «Синица»;2025-07-10;2025-02-27;closed
A1010147;C104202;DC;Дебетовая карта «Синица»;2023-08-23;2025-05-15;closed
A1010148;C104202;DEP;Вклад «Гнездо»;2024-01-15;;active
A1010149;C104202;DC;Дебетовая карта «Синица»;2023-04-12;;active
A1010150;C106959;DC;Дебетовая карта «Синица»;2024-03-18;2025-05-03;closed
A1010151;C106959;DC;Дебетовая карта «Синица»;2023-08-27;;active
A1010152;C107628;DC;Дебетовая карта «Синица»;2022-09-26;;active
A1010153;C101910;DC;Дебетовая карта «Синица»;2025-11-12;;active
A1010154;C101910;DC;Дебетовая карта «Синица»;2025-11-12;;active
A1010155;C107070;DC;Дебетовая карта «Синица»;2025-10-11;;active
A1010156;C107070;SV;Накопительный счёт «Копилка»;2026-06-17;;active
A1010157;C106915;DC;Дебетовая карта «Синица»;2025-04-05;2025-04-08;closed
A1010158;C108973;DC;Дебетовая карта «Синица»;2023-03-03;;active
A1010159;C108973;DC;Дебетовая карта «Синица»;2023-03-03;;active
A1010160;C106166;DC;Дебетовая карта «Синица»;2025-03-24;;active
A1010161;C104812;DC;Дебетовая карта «Синица»;2021-10-26;2025-09-01;closed
A1010162;C103190;DC;Дебетовая карта «Синица»;2024-10-26;;active
A1010163;C103190;SV;Накопительный счёт «Копилка»;2025-08-27;;active
A1010164;C103190;DC;Дебетовая карта «Синица»;2024-10-26;;active
A1010165;C104088;DC;Дебетовая карта «Синица»;2025-07-08;;active
A1010166;C107820;DC;Дебетовая карта «Синица»;2024-12-26;;active
A1010167;C110229;DC;Дебетовая карта «Синица»;2025-11-24;;active
A1010168;C110229;DC;Дебетовая карта «Синица»;2026-10-03;;active
A1010169;C100775;DC;Дебетовая карта «Синица»;2023-09-12;;active
A1010170;C108280;DC;Дебетовая карта «Синица»;2023-02-15;;active
A1010171;C108368;DC;Дебетовая карта «Синица»;2024-07-14;;active
A1010172;C102327;DC;Дебетовая карта «Синица»;2023-09-01;;active
A1010173;C102327;DC;Дебетовая карта «Синица»;2022-08-01;;active
A1010174;C104550;DC;Дебетовая карта «Синица»;2026-03-14;;active
A1010175;C111193;DC;Дебетовая карта «Синица»;2023-06-04;;active
A1010176;C103784;DC;Дебетовая карта «Синица»;2025-07-17;;active
A1010177;C103784;CC;Кредитная карта «Синица»;2025-07-17;;active
A1010178;C111134;DC;Дебетовая карта «Синица»;2025-01-22;;active
A1010179;C111134;DC;Дебетовая карта «Синица»;2025-01-22;;active
A1010180;C100895;DC;Дебетовая карта «Синица»;2026-05-20;;active
A1010181;C110201;DC;Дебетовая карта «Синица»;2022-12-02;;active
A1010182;C110201;DC;Дебетовая карта «Синица»;2022-12-02;2026-03-18;closed
A1010183;C110081;DC;Дебетовая карта «Синица»;2022-04-17;;active
A1010184;C110081;DC;Дебетовая карта «Синица»;2024-05-09;;active
A1010185;C104654;DC;Дебетовая карта «Синица»;2023-03-19;;active
A1010186;C104654;DC;Дебетовая карта «Синица»;2023-03-19;;active
A1010187;C110968;DC;Дебетовая карта «Синица»;2024-07-18;;active
A1010188;C103903;DC;Дебетовая карта «Синица»;2026-12-21;;active
A1010189;C801726;DC;Дебетовая карта «Синица»;2023-10-24;2025-10-07;closed
A1010190;C801726;CC;Кредитная карта «Синица»;2025-06-04;;active
A1010191;C100314;DC;Дебетовая карта «Синица»;2025-02-18;;active
A1010192;C111446;DC;Дебетовая карта «Синица»;2023-02-19;;active
A1010193;C104854;DC;Дебетовая карта «Синица»;2023-12-13;;active
A1010194;C104854;DEP;Вклад «Гнездо»;2024-07-19;;active
A1010195;C102974;DC;Дебетовая карта «Синица»;2025-01-16;;active
A1010196;C103665;DC;Дебетовая карта «Синица»;2023-12-09;2025-12-06;closed
A1010197;C103665;DEP;Вклад «Гнездо»;2026-04-17;;active
A1010198;C103413;DC;Дебетовая карта «Синица»;2026-11-04;;active
A1010199;C103413;SV;Накопительный счёт «Копилка»;2025-12-27;;active
A1010200;C103413;SV;Накопительный счёт «Копилка»;2022-03-01;;active
A1010201;C105171;DC;Дебетовая карта «Синица»;2024-05-18;;active
A1010202;C105171;SV;Накопительный счёт «Копилка»;2024-09-06;;active
A1010203;C105625;DC;Дебетовая карта «Синица»;2023-11-22;;active
A1010204;C105625;DC;Дебетовая карта «Синица»;2022-11-09;;active
A1010205;C105625;CC;Кредитная карта «Синица»;2022-11-09;2026-11-02;closed
A1010206;C101410;DC;Дебетовая карта «Синица»;2023-11-05;;active
A1010207;C102039;DC;Дебетовая карта «Синица»;2024-05-21;;active
A1010208;C105019;DC;Дебетовая карта «Синица»;2024-05-23;2026-06-26;closed
A1010209;C111234;DC;Дебетовая карта «Синица»;2022-11-24;;active
A1010210;C111234;DC;Дебетовая карта «Синица»;2022-08-06;;active
A1010211;C106215;DC;Дебетовая карта «Синица»;2024-12-25;;active
A1010212;C108831;DC;Дебетовая карта «Синица»;2024-11-09;;active
A1010213;C103896;DC;Дебетовая карта «Синица»;2024-02-08;;active
A1010214;C103999;DC;Дебетовая карта «Синица»;2026-07-03;;active
A1010215;C111558;DC;Дебетовая карта «Синица»;2025-10-22;;active
A1010216;C100558;DC;Дебетовая карта «Синица»;2023-12-11;;active
A1010217;C100558;CC;Кредитная карта «Синица»;2023-09-20;;active
A1010218;C104112;DC;Дебетовая карта «Синица»;2025-11-19;;active
A1010219;C105463;DC;Дебетовая карта «Синица»;2026-11-18;;active
A1010220;C111596;DC;Дебетовая карта «Синица»;2025-08-27;;active
A1010221;C111287;DC;Дебетовая карта «Синица»;2024-06-17;;active
A1010222;C100168;DC;Дебетовая карта «Синица»;2023-03-21;;active
A1010223;C109925;DC;Дебетовая карта «Синица»;2026-06-07;;active
A1010224;C101339;DC;Дебетовая карта «Синица»;2024-08-01;;active
A1010225;C101339;DC;Дебетовая карта «Синица»;2024-12-17;;active
A1010226;C101205;DC;Дебетовая карта «Синица»;2025-04-10;2025-10-09;closed
A1010227;C103460;DC;Дебетовая карта «Синица»;2024-05-22;;active
A1010228;C101429;DC;Дебетовая карта «Синица»;2024-09-24;;active
A1010229;C101429;CC;Кредитная карта «Синица»;2023-07-23;;active
A1010230;C110512;DC;Дебетовая карта «Синица»;2022-05-23;;active
A1010231;C110860;DC;Дебетовая карта «Синица»;2025-11-07;;active
A1010232;C108118;DC;Дебетовая карта «Синица»;2024-06-03;;active
A1010233;C108118;CC;Кредитная карта «Синица»;2024-06-03;;active
A1010234;C111933;DC;Дебетовая карта «Синица»;2024-05-12;;active
A1010235;C101979;DC;Дебетовая карта «Синица»;2025-01-11;;active
A1010236;C101979;CC;Кредитная карта «Синица»;2025-01-11;;active
A1010237;C103241;DC;Дебетовая карта «Синица»;2026-08-10;;active
A1010238;C104470;DC;Дебетовая карта «Синица»;2025-05-16;;active
A1010239;C104470;SV;Накопительный счёт «Копилка»;2026-07-19;2025-08-27;closed
A1010240;C110930;DC;Дебетовая карта «Синица»;2025-08-12;;active
A1010241;C110930;CC;Кредитная карта «Синица»;2025-08-12;;active
A1010242;C111701;DC;Дебетовая карта «Синица»;2024-05-18;;active
A1010243;C111701;DC;Дебетовая карта «Синица»;2025-11-22;;active
A1010244;C111701;DC;Дебетовая карта «Синица»;2025-08-07;;active
A1010245;C106622;DC;Дебетовая карта «Синица»;2023-12-14;;active
A1010246;C106622;SV;Накопительный счёт «Копилка»;2023-12-14;;active
A1010247;C106609;DC;Дебетовая карта «Синица»;2024-07-14;;active
A1010248;C105059;DC;Дебетовая карта «Синица»;2024-10-10;;active
A1010249;C105059;DC;Дебетовая карта «Синица»;2025-11-15;;active
A1010250;C110582;DC;Дебетовая карта «Синица»;2021-04-17;;active
A1010251;C100809;DC;Дебетовая карта «Синица»;2025-09-09;;active
A1010252;C100809;CC;Кредитная карта «Синица»;2024-04-01;;active
A1010253;C100809;CC;Кредитная карта «Синица»;2024-04-01;;active
A1010254;C103442;DC;Дебетовая карта «Синица»;2025-01-06;2026-11-28;closed
A1010255;C103442;DC;Дебетовая карта «Синица»;2023-06-25;;active
A1010256;C106610;DC;Дебетовая карта «Синица»;2021-12-28;;active
A1010257;C106610;CC;Кредитная карта «Синица»;2022-11-24;;active
A1010258;C104362;DC;Дебетовая карта «Синица»;2024-04-17;;active
A1010259;C111556;DC;Дебетовая карта «Синица»;2026-10-26;;active
A1010260;C108070;DC;Дебетовая карта «Синица»;2022-11-13;;active
A1010261;C107256;DC;Дебетовая карта «Синица»;2021-12-11;;active
A1010262;C107256;CC;Кредитная карта «Синица»;2022-07-07;;active
A1010263;C105503;DC;Дебетовая карта «Синица»;2023-05-07;2026-04-26;closed
A1010264;C108910;DC;Дебетовая карта «Синица»;2025-02-22;;active
A1010265;C108910;DC;Дебетовая карта «Синица»;2025-09-21;;active
A1010266;C104916;DC;Дебетовая карта «Синица»;2026-07-13;;active
A1010267;C107646;DC;Дебетовая карта «Синица»;2024-09-25;2026-06-23;closed
A1010268;C111749;DC;Дебетовая карта «Синица»;2025-01-24;;active
A1010269;C111749;CC;Кредитная карта «Синица»;2025-08-01;2026-03-05;closed
A1010270;C111021;DC;Дебетовая карта «Синица»;2025-04-26;;active
A1010271;C111021;DC;Дебетовая карта «Синица»;2025-04-26;;active
A1010272;C101078;DC;Дебетовая карта «Синица»;2026-07-02;;active
A1010273;C108622;DC;Дебетовая карта «Синица»;2023-07-03;;active
A1010274;C108622;SV;Накопительный счёт «Копилка»;2023-07-03;;active
A1010275;C111531;DC;Дебетовая карта «Синица»;2025-06-25;;active
A1010276;C111531;DEP;Вклад «Гнездо»;2023-08-13;;active
A1010277;C111531;DC;Дебетовая карта «Синица»;2026-05-13;;active
A1010278;C101811;DC;Дебетовая карта «Синица»;2025-10-19;;active
A1010279;C107394;DC;Дебетовая карта «Синица»;2024-02-20;;active
A1010280;C107394;DC;Дебетовая карта «Синица»;2026-11-11;;active
A1010281;C111421;DC;Дебетовая карта «Синица»;2025-12-12;;active
A1010282;C111421;DC;Дебетовая карта «Синица»;2024-08-24;;active
A1010283;C111421;SV;Накопительный счёт «Копилка»;2023-11-10;;active
A1010284;C100898;DC;Дебетовая карта «Синица»;2026-03-02;;active
A1010285;C100784;DC;Дебетовая карта «Синица»;2023-09-08;;active
A1010286;C100784;DC;Дебетовая карта «Синица»;2023-09-08;;active
A1010287;C102393;DC;Дебетовая карта «Синица»;2026-12-12;;active
A1010288;C110562;DC;Дебетовая карта «Синица»;2025-04-17;;active
A1010289;C108470;DC;Дебетовая карта «Синица»;2026-06-04;;active
A1010290;C108470;DC;Дебетовая карта «Синица»;2022-03-27;;active
A1010291;C108470;DC;Дебетовая карта «Синица»;2023-11-25;;active
A1010292;C111865;DC;Дебетовая карта «Синица»;2026-01-15;;active
A1010293;C110678;DC;Дебетовая карта «Синица»;2023-02-28;;active
A1010294;C110678;DC;Дебетовая карта «Синица»;2023-09-20;;active
A1010295;C105829;DC;Дебетовая карта «Синица»;2026-12-02;;active
A1010296;C105412;DC;Дебетовая карта «Синица»;2025-11-26;;active
A1010297;C110172;DC;Дебетовая карта «Синица»;2026-04-01;;active
A1010298;C109898;DC;Дебетовая карта «Синица»;2024-03-26;;active
A1010299;C108647;DC;Дебетовая карта «Синица»;2025-12-03;;active
A1010300;C100533;DC;Дебетовая карта «Синица»;2022-08-06;;active
A1010301;C102425;DC;Дебетовая карта «Синица»;2022-07-12;;active
A1010302;C102425;CC;Кредитная карта «Синица»;2022-07-12;;active
